BATTERY_STORAGE,BATTERY_STORAGE_GR,CARBON_DIOXIDE_STORAGE,CARBON_DIOXIDE_STORAGE_BE,CARBON_DIOXIDE_STORAGE_GR,CARRIER_CO2,CARRIER_CO2_GR,CCGT_BE,CO2_EXPORT,DESALINATION_PLANTS,DESALINATION_PLANTS_GR,DIRECT_AIR_CAPTURE_PLANTS,DIRECT_AIR_CAPTURE_PLANTS_GR,ELECTROLYSIS_PLANTS,ELECTROLYSIS_PLANTS_GR,ENERGY_DEMAND_BE,HVDC,HVDC_GR,HYDROGEN_STORAGE,HYDROGEN_STORAGE_GR,LIQUEFIED_METHANE_CARRIERS,LIQUEFIED_METHANE_CARRIERS_GR,LIQUEFIED_METHANE_REGASIFICATION,LIQUEFIED_METHANE_STORAGE_DESTINATION,LIQUEFIED_METHANE_STORAGE_HUB,LIQUEFIED_METHANE_STORAGE_HUB_GR,METHANATION_PLANTS,METHANATION_PLANTS_GR,METHANE_LIQUEFACTION_PLANTS,METHANE_LIQUEFACTION_PLANTS_GR,PCCC,PCCC_CCGT,SOLAR_BE,SOLAR_PV_PLANTS,WATER_STORAGE,WATER_STORAGE_GR,WIND_OFFSHORE_BE,WIND_ONSHORE_BE,WIND_PLANTS,WIND_PLANTS_GR
2058.4152388743105,0.0,462.5033104754224,319.23087073818704,0.0,1221.649197621605,0.0,1956.288266446378,5.613453884181936,50.932103614742466,0.0,0.0,0.0,13164.763965333546,0.0,1043.7805699050496,6423.681072386977,0.0,3478.683470400015,0.0,395.26415659455023,0.0,1093.6483331142565,1430.0401270867012,206.74954850389875,0.0,6381.969817436122,0.0,2612.3505326602226,0.0,3083.8716391062085,2866.173083591119,1146.982531012458,7200.257459736261,35.85386169354986,0.0,2345.1394556469104,1046.0677707833968,18843.026168108085,0.0
