YYY,MM,DD,HH,NAME,stLON,stLAT,MARlon,MARlat,RUNOFF
2015,1,1,0,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,1,1,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,1,2,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,1,3,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,1,4,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,1,5,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,1,6,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,1,7,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,1,8,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,1,9,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,1,10,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,1,11,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,1,12,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,1,13,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,1,14,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,1,15,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,1,16,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,1,17,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,1,18,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,1,19,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,1,20,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,1,21,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,1,22,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,1,23,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,2,0,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,2,1,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,2,2,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,2,3,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,2,4,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,2,5,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,2,6,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,2,7,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,2,8,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,2,9,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,2,10,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,2,11,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,2,12,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,2,13,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,2,14,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,2,15,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
2015,1,2,16,hydro3,-44.962448,61.153282,-44.975189,61.175793,0.00019
